,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using External data import 2.0,,,,,,,,,,,,,,,Using local copy backup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Structure,Layout Variant,Max Landing Pad,Score,Influence,Max population,S/O,Type,Reported Bugs / Warnings,Settlement Size (nav panel info),Observed population increase (Min),Observed population increase (Max),,,,Structure,Layout Variant,Max Landing Pad,Score,Influence,Max population,S/O,Type,Reported Bugs / Warnings,Settlement Size (nav panel info),Observed population increase (Min),Observed population increase (Max),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Coriolis,No Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,Orbital - Starport - Coriolis,No Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Coriolis,Dual Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,Orbital - Starport - Coriolis,Dual Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Coriolis,Quad Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,Orbital - Starport - Coriolis,Quad Truss,L,8,0.8,,Orbital,Starport,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Asteroid Base,Ice,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,Orbital - Starport - Asteroid Base,Ice,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Asteroid Base,Metal,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,Orbital - Starport - Asteroid Base,Metal,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Asteroid Base,Rock,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,Orbital - Starport - Asteroid Base,Rock,L,8,0.8,,Orbital,Starport,,,15000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Ocellus,Ocellus,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,Orbital - Starport - Ocellus,Ocellus,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Orbis,Apollo,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,Orbital - Starport - Orbis,Apollo,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Orbis,Artemis,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,Orbital - Starport - Orbis,Artemis,L,15,1.2,,Orbital,Starport,,,90000,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Dodecahedron,No Truss Dodo,L,15,1.2,,Orbital,Starport,,,,,,,,Orbital - Starport - Dodecahedron,No Truss Dodo,L,15,1.2,,Orbital,Starport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Dodecahedron,Quint Truss,L,15,1.2,,Orbital,Starport,,,,,,,,Orbital - Starport - Dodecahedron,Quint Truss,L,15,1.2,,Orbital,Starport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Starport - Dodecahedron,Dec Truss,L,15,1.2,,Orbital,Starport,,,,,,,,Orbital - Starport - Dodecahedron,Dec Truss,L,15,1.2,,Orbital,Starport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Commercial,Plutus,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,Orbital - Outpost - Commercial,Plutus,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Industrial,Vulcan,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,Orbital - Outpost - Industrial,Vulcan,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Criminal,Dysnomia,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,Orbital - Outpost - Criminal,Dysnomia,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Civilian,Vesta,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,Orbital - Outpost - Civilian,Vesta,M,3,0.4,,Orbital,Outpost,,,4000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Scientific,Prometheus,M,3,0.4,,Orbital,Outpost,,,8000,10000,,,,Orbital - Outpost - Scientific,Prometheus,M,3,0.4,,Orbital,Outpost,,,8000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Outpost - Military,Nemesis,M,3,0.4,,Orbital,Outpost,,,10000,11000,,,,Orbital - Outpost - Military,Nemesis,M,3,0.4,,Orbital,Outpost,,,10000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Satellite,Hermes,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Comms Installation,,800,800,,,,Orbital - Installation - Satellite,Hermes,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Comms Installation,,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Satellite,Angelia,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,800,800,,,,Orbital - Installation - Satellite,Angelia,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Satellite,Eirene,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,800,800,,,,Orbital - Installation - Satellite,Eirene,❌,3,0,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Comm Station,Pistis,❌,3,0,,Orbital,Installation,,,1000,1000,,,,Orbital - Installation - Comm Station,Pistis,❌,3,0,,Orbital,Installation,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Comm Station,Soter,❌,3,0,,Orbital,Installation,,,1000,1000,,,,Orbital - Installation - Comm Station,Soter,❌,3,0,,Orbital,Installation,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Comm Station,Aletheia,❌,3,0,,Orbital,Installation,,,1000,1000,,,,Orbital - Installation - Comm Station,Aletheia,❌,3,0,,Orbital,Installation,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Space Farm,Demeter,❌,2,0.4,,Orbital,Installation,,,800,900,,,,Orbital - Installation - Space Farm,Demeter,❌,2,0.4,,Orbital,Installation,,,800,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Pirate Base,Apate,❌,3,0.4,,Orbital,Installation,,,,,,,,Orbital - Installation - Pirate Base,Apate,❌,3,0.4,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Pirate Base,Laverna,❌,3,0.4,,Orbital,Installation,,,,,,,,Orbital - Installation - Pirate Base,Laverna,❌,3,0.4,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Mining Outpost,Euthenia,❌,2,0.4,,Orbital,Installation,❗Visual/Name: shows up as Industrial Installation,,900,1000,,,,Orbital - Installation - Mining Outpost,Euthenia,❌,2,0.4,,Orbital,Installation,❗Visual/Name: shows up as Industrial Installation,,900,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Mining Outpost,Phorcys,❌,2,0.4,,Orbital,Installation,,,900,1000,,,,Orbital - Installation - Mining Outpost,Phorcys,❌,2,0.4,,Orbital,Installation,,,900,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Relay Station,Enodia,❌,3,0.4,,Orbital,Installation,,,800,1100,,,,Orbital - Installation - Relay Station,Enodia,❌,3,0.4,,Orbital,Installation,,,800,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Relay Station,Ichnaea,❌,3,0.4,,Orbital,Installation,❗Visual/Name: shows up as Comms Installation,,800,1100,,,,Orbital - Installation - Relay Station,Ichnaea,❌,3,0.4,,Orbital,Installation,❗Visual/Name: shows up as Comms Installation,,800,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Military,Vacuna,❌,4,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Military,Vacuna,❌,4,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Military,Alastor,❌,4,0.8,,Orbital,Installation,"❗Doesn't work as prerequisite, use Vacuna layout!",,,,,,,Orbital - Installation - Military,Alastor,❌,4,0.8,,Orbital,Installation,"❗Doesn't work as prerequisite, use Vacuna layout!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Security Station,Dicaeosyne,❌,3,0.8,,Orbital,Installation,,,1400,1400,,,,Orbital - Installation - Security Station,Dicaeosyne,❌,3,0.8,,Orbital,Installation,,,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
